indel_type	indelvar	acmg_points	bin
insertion	0.291	0	No-evidence
insertion	0.366	0	No-evidence
insertion	0.294	0	No-evidence
insertion	0.091	-1	BP4_-1
insertion	0.041	-2	BP4_-2
insertion	0.015	-2	BP4_-2
insertion	0.033	-2	BP4_-2
insertion	0.027	-2	BP4_-2
insertion	0.068	-1	BP4_-1
insertion	0.048	-2	BP4_-2
insertion	0.12	-1	BP4_-1
insertion	0.167	-1	BP4_-1
insertion	0.243	0	No-evidence
insertion	0.019	-2	BP4_-2
insertion	0.686	1	PP3_+1
insertion	0.55	0	No-evidence
insertion	0.362	0	No-evidence
insertion	0.212	0	No-evidence
insertion	0.087	-1	BP4_-1
insertion	0.173	-1	BP4_-1
insertion	0.996	4	PP3_+4
insertion	0.89	1	PP3_+1
insertion	0.329	0	No-evidence
insertion	0.086	-1	BP4_-1
insertion	0.066	-1	BP4_-1
insertion	0.049	-1	BP4_-1
insertion	0.238	0	No-evidence
insertion	0.505	0	No-evidence
insertion	0.951	3	PP3_+3
insertion	0.546	0	No-evidence
insertion	0.135	-1	BP4_-1
insertion	0.09	-1	BP4_-1
insertion	0.227	0	No-evidence
insertion	0.171	-1	BP4_-1
insertion	0.055	-1	BP4_-1
insertion	0.184	0	No-evidence
insertion	0.104	-1	BP4_-1
insertion	0.166	-1	BP4_-1
insertion	0.073	-1	BP4_-1
insertion	0.133	-1	BP4_-1
insertion	0.128	-1	BP4_-1
insertion	0.49	0	No-evidence
insertion	0.176	-1	BP4_-1
insertion	0.069	-1	BP4_-1
insertion	0.039	-2	BP4_-2
insertion	0.052	-1	BP4_-1
insertion	0.107	-1	BP4_-1
insertion	0.162	-1	BP4_-1
insertion	0.111	-1	BP4_-1
insertion	0.162	-1	BP4_-1
insertion	0.32	0	No-evidence
insertion	0.056	-1	BP4_-1
insertion	0.151	-1	BP4_-1
insertion	0.855	1	PP3_+1
insertion	0.089	-1	BP4_-1
insertion	0.141	-1	BP4_-1
insertion	0.026	-2	BP4_-2
insertion	0.212	0	No-evidence
insertion	0.616	0	No-evidence
insertion	0.807	1	PP3_+1
insertion	0.898	1	PP3_+1
insertion	0.585	0	No-evidence
insertion	0.97	3	PP3_+3
insertion	0.957	3	PP3_+3
insertion	0.737	1	PP3_+1
insertion	0.367	0	No-evidence
insertion	0.787	1	PP3_+1
insertion	0.989	4	PP3_+4
insertion	0.93	2	PP3_+2
insertion	0.809	1	PP3_+1
insertion	0.925	2	PP3_+2
insertion	0.876	1	PP3_+1
insertion	0.64	0	No-evidence
insertion	0.979	3	PP3_+3
insertion	0.819	1	PP3_+1
insertion	0.264	0	No-evidence
insertion	0.148	-1	BP4_-1
insertion	0.236	0	No-evidence
insertion	0.28	0	No-evidence
insertion	0.084	-1	BP4_-1
insertion	0.219	0	No-evidence
insertion	0.214	0	No-evidence
insertion	0.044	-2	BP4_-2
insertion	0.053	-1	BP4_-1
insertion	0.08	-1	BP4_-1
insertion	0.057	-1	BP4_-1
insertion	0.051	-1	BP4_-1
insertion	0.054	-1	BP4_-1
insertion	0.068	-1	BP4_-1
insertion	0.084	-1	BP4_-1
insertion	0.153	-1	BP4_-1
insertion	0.114	-1	BP4_-1
insertion	0.031	-2	BP4_-2
insertion	0.488	0	No-evidence
insertion	0.621	0	No-evidence
insertion	0.297	0	No-evidence
insertion	0.148	-1	BP4_-1
insertion	0.207	0	No-evidence
insertion	0.054	-1	BP4_-1
insertion	0.45	0	No-evidence
insertion	0.173	-1	BP4_-1
insertion	0.925	2	PP3_+2
insertion	0.985	4	PP3_+4
insertion	0.925	2	PP3_+2
insertion	0.969	3	PP3_+3
insertion	0.872	1	PP3_+1
insertion	0.799	1	PP3_+1
insertion	0.751	1	PP3_+1
insertion	0.169	-1	BP4_-1
insertion	0.529	0	No-evidence
insertion	0.753	1	PP3_+1
insertion	0.431	0	No-evidence
insertion	0.097	-1	BP4_-1
insertion	0.353	0	No-evidence
insertion	0.946	2	PP3_+2
insertion	0.782	1	PP3_+1
insertion	0.952	3	PP3_+3
insertion	0.001	-4	BP4_-4
insertion	0.002	-3	BP4_-3
insertion	0.781	1	PP3_+1
insertion	0.704	1	PP3_+1
insertion	0.355	0	No-evidence
insertion	0.275	0	No-evidence
insertion	0.182	0	No-evidence
insertion	0.292	0	No-evidence
insertion	0.198	0	No-evidence
insertion	0.118	-1	BP4_-1
insertion	0.14	-1	BP4_-1
insertion	0.094	-1	BP4_-1
insertion	0.134	-1	BP4_-1
insertion	0.218	0	No-evidence
insertion	0.995	4	PP3_+4
insertion	0.16	-1	BP4_-1
insertion	0.998	4	PP3_+4
insertion	0.676	1	PP3_+1
insertion	0.094	-1	BP4_-1
insertion	0.098	-1	BP4_-1
insertion	0.792	1	PP3_+1
insertion	0.096	-1	BP4_-1
insertion	0.099	-1	BP4_-1
insertion	0.173	-1	BP4_-1
insertion	0.053	-1	BP4_-1
insertion	0.972	3	PP3_+3
insertion	0.965	3	PP3_+3
insertion	0.905	1	PP3_+1
insertion	0.219	0	No-evidence
insertion	0.985	4	PP3_+4
insertion	0.994	4	PP3_+4
insertion	0.059	-1	BP4_-1
insertion	0.951	3	PP3_+3
insertion	0.888	1	PP3_+1
insertion	0.876	1	PP3_+1
insertion	0.073	-1	BP4_-1
insertion	0.744	1	PP3_+1
insertion	0.991	4	PP3_+4
insertion	0.926	2	PP3_+2
insertion	0.154	-1	BP4_-1
insertion	0.092	-1	BP4_-1
insertion	0.299	0	No-evidence
insertion	0.316	0	No-evidence
insertion	0.183	0	No-evidence
insertion	0.502	0	No-evidence
insertion	0.192	0	No-evidence
insertion	0.955	3	PP3_+3
insertion	0.182	0	No-evidence
insertion	0.988	4	PP3_+4
insertion	0.881	1	PP3_+1
insertion	0.937	2	PP3_+2
insertion	0.092	-1	BP4_-1
insertion	0.902	1	PP3_+1
insertion	0.975	3	PP3_+3
insertion	0.801	1	PP3_+1
insertion	0.948	2	PP3_+2
insertion	0.99	4	PP3_+4
insertion	0.989	4	PP3_+4
insertion	0.36	0	No-evidence
insertion	0.394	0	No-evidence
insertion	0.992	4	PP3_+4
insertion	0.909	2	PP3_+2
insertion	0.461	0	No-evidence
insertion	0.996	4	PP3_+4
insertion	0.319	0	No-evidence
insertion	0.063	-1	BP4_-1
insertion	0.267	0	No-evidence
insertion	0.005	-2	BP4_-2
insertion	0.016	-2	BP4_-2
insertion	0.009	-2	BP4_-2
insertion	0.216	0	No-evidence
insertion	0.272	0	No-evidence
insertion	0.164	-1	BP4_-1
insertion	0.419	0	No-evidence
insertion	0.116	-1	BP4_-1
insertion	0.869	1	PP3_+1
insertion	0.062	-1	BP4_-1
insertion	0.009	-2	BP4_-2
insertion	0.01	-2	BP4_-2
insertion	0.993	4	PP3_+4
insertion	0.859	1	PP3_+1
insertion	0.654	1	PP3_+1
insertion	0.948	2	PP3_+2
insertion	0.292	0	No-evidence
insertion	0.241	0	No-evidence
insertion	0.345	0	No-evidence
insertion	0.603	0	No-evidence
insertion	0.602	0	No-evidence
insertion	0.607	0	No-evidence
insertion	0.909	2	PP3_+2
insertion	0.842	1	PP3_+1
insertion	0.98	3	PP3_+3
insertion	0.985	4	PP3_+4
insertion	0.98	3	PP3_+3
insertion	0.875	1	PP3_+1
insertion	0.176	-1	BP4_-1
insertion	0.217	0	No-evidence
insertion	0.612	0	No-evidence
insertion	0.46	0	No-evidence
insertion	0.011	-2	BP4_-2
insertion	0.008	-2	BP4_-2
insertion	0.049	-1	BP4_-1
insertion	0.033	-2	BP4_-2
insertion	0.077	-1	BP4_-1
insertion	0.881	1	PP3_+1
insertion	0.705	1	PP3_+1
insertion	0.709	1	PP3_+1
insertion	0.714	1	PP3_+1
insertion	0.1	-1	BP4_-1
insertion	0.635	0	No-evidence
insertion	0.902	1	PP3_+1
insertion	0.792	1	PP3_+1
insertion	0.056	-1	BP4_-1
insertion	0.921	2	PP3_+2
insertion	0.026	-2	BP4_-2
insertion	0.041	-2	BP4_-2
insertion	0.437	0	No-evidence
insertion	0.891	1	PP3_+1
insertion	0.117	-1	BP4_-1
insertion	0.159	-1	BP4_-1
insertion	0.233	0	No-evidence
insertion	0.976	3	PP3_+3
insertion	0.884	1	PP3_+1
insertion	0.129	-1	BP4_-1
insertion	0.194	0	No-evidence
insertion	0.174	-1	BP4_-1
insertion	0.172	-1	BP4_-1
insertion	0.142	-1	BP4_-1
insertion	0.111	-1	BP4_-1
insertion	0.258	0	No-evidence
insertion	0.248	0	No-evidence
insertion	0.963	3	PP3_+3
insertion	0.072	-1	BP4_-1
insertion	0.093	-1	BP4_-1
insertion	0.093	-1	BP4_-1
insertion	0.046	-2	BP4_-2
insertion	0.048	-2	BP4_-2
insertion	0.936	2	PP3_+2
insertion	0.944	2	PP3_+2
insertion	0.115	-1	BP4_-1
insertion	0.786	1	PP3_+1
insertion	0.029	-2	BP4_-2
insertion	0.592	0	No-evidence
insertion	0.151	-1	BP4_-1
insertion	0.157	-1	BP4_-1
insertion	0.438	0	No-evidence
insertion	0.931	2	PP3_+2
insertion	0.412	0	No-evidence
insertion	0.36	0	No-evidence
insertion	0.407	0	No-evidence
insertion	0.973	3	PP3_+3
insertion	0.218	0	No-evidence
insertion	0.05	-1	BP4_-1
insertion	0.094	-1	BP4_-1
insertion	0.021	-2	BP4_-2
insertion	0.074	-1	BP4_-1
insertion	0.109	-1	BP4_-1
insertion	0.098	-1	BP4_-1
insertion	0.145	-1	BP4_-1
insertion	0.022	-2	BP4_-2
insertion	0.885	1	PP3_+1
insertion	0.212	0	No-evidence
insertion	0.073	-1	BP4_-1
insertion	0.037	-2	BP4_-2
insertion	0.049	-1	BP4_-1
insertion	0.153	-1	BP4_-1
insertion	0.014	-2	BP4_-2
insertion	0.012	-2	BP4_-2
insertion	0.022	-2	BP4_-2
insertion	0.025	-2	BP4_-2
insertion	0.013	-2	BP4_-2
insertion	0.012	-2	BP4_-2
insertion	0.018	-2	BP4_-2
insertion	0.013	-2	BP4_-2
insertion	0.017	-2	BP4_-2
insertion	0.01	-2	BP4_-2
insertion	0.021	-2	BP4_-2
insertion	0.019	-2	BP4_-2
insertion	0.02	-2	BP4_-2
insertion	0.013	-2	BP4_-2
insertion	0.175	-1	BP4_-1
insertion	0.211	0	No-evidence
insertion	0.027	-2	BP4_-2
insertion	0.02	-2	BP4_-2
insertion	0.064	-1	BP4_-1
insertion	0.032	-2	BP4_-2
insertion	0.035	-2	BP4_-2
insertion	0.027	-2	BP4_-2
insertion	0.151	-1	BP4_-1
insertion	0.013	-2	BP4_-2
insertion	0.277	0	No-evidence
insertion	0.096	-1	BP4_-1
insertion	0.214	0	No-evidence
insertion	0.162	-1	BP4_-1
insertion	0.701	1	PP3_+1
insertion	0.914	2	PP3_+2
insertion	0.644	1	PP3_+1
insertion	0.98	3	PP3_+3
insertion	0.101	-1	BP4_-1
insertion	0.113	-1	BP4_-1
insertion	0.038	-2	BP4_-2
insertion	0.258	0	No-evidence
insertion	0.883	1	PP3_+1
insertion	0.081	-1	BP4_-1
insertion	0.122	-1	BP4_-1
insertion	0.255	0	No-evidence
insertion	0.969	3	PP3_+3
insertion	0.096	-1	BP4_-1
insertion	0.975	3	PP3_+3
insertion	0.388	0	No-evidence
insertion	0.855	1	PP3_+1
insertion	0.214	0	No-evidence
insertion	0.991	4	PP3_+4
insertion	0.458	0	No-evidence
insertion	0.021	-2	BP4_-2
insertion	0.026	-2	BP4_-2
insertion	0.664	1	PP3_+1
insertion	0.42	0	No-evidence
insertion	0.976	3	PP3_+3
insertion	0.986	4	PP3_+4
insertion	0.862	1	PP3_+1
insertion	0.95	2	PP3_+2
insertion	0.831	1	PP3_+1
insertion	0.963	3	PP3_+3
insertion	0.399	0	No-evidence
insertion	0.08	-1	BP4_-1
insertion	0.672	1	PP3_+1
insertion	0.143	-1	BP4_-1
insertion	0.321	0	No-evidence
insertion	0.083	-1	BP4_-1
insertion	0.007	-2	BP4_-2
insertion	0.351	0	No-evidence
insertion	0.027	-2	BP4_-2
insertion	0.036	-2	BP4_-2
insertion	0.038	-2	BP4_-2
insertion	0.855	1	PP3_+1
insertion	0.904	1	PP3_+1
insertion	0.967	3	PP3_+3
insertion	0.813	1	PP3_+1
insertion	0.985	4	PP3_+4
insertion	0.342	0	No-evidence
insertion	0.116	-1	BP4_-1
insertion	0.432	0	No-evidence
insertion	0.168	-1	BP4_-1
insertion	0.249	0	No-evidence
insertion	0.897	1	PP3_+1
insertion	0.879	1	PP3_+1
insertion	0.797	1	PP3_+1
insertion	0.003	-2	BP4_-2
insertion	0.125	-1	BP4_-1
insertion	0.157	-1	BP4_-1
insertion	0.826	1	PP3_+1
insertion	0.839	1	PP3_+1
insertion	0.838	1	PP3_+1
insertion	0.355	0	No-evidence
insertion	0.264	0	No-evidence
insertion	0.019	-2	BP4_-2
insertion	0.068	-1	BP4_-1
insertion	0.015	-2	BP4_-2
insertion	0.027	-2	BP4_-2
insertion	0.462	0	No-evidence
insertion	0.138	-1	BP4_-1
insertion	0.006	-2	BP4_-2
insertion	0.036	-2	BP4_-2
insertion	0.306	0	No-evidence
insertion	0.174	-1	BP4_-1
insertion	0.94	2	PP3_+2
insertion	0.267	0	No-evidence
insertion	0.542	0	No-evidence
insertion	0.624	0	No-evidence
insertion	0.894	1	PP3_+1
insertion	0.536	0	No-evidence
insertion	0.084	-1	BP4_-1
insertion	0.939	2	PP3_+2
insertion	0.037	-2	BP4_-2
insertion	0.028	-2	BP4_-2
insertion	0.193	0	No-evidence
insertion	0.017	-2	BP4_-2
insertion	0.003	-2	BP4_-2
insertion	0.02	-2	BP4_-2
insertion	0.002	-3	BP4_-3
insertion	0.017	-2	BP4_-2
insertion	0	-4	BP4_-4
insertion	0.004	-2	BP4_-2
insertion	0.037	-2	BP4_-2
insertion	0.153	-1	BP4_-1
insertion	0.157	-1	BP4_-1
insertion	0.02	-2	BP4_-2
insertion	0.035	-2	BP4_-2
insertion	0.03	-2	BP4_-2
insertion	0.059	-1	BP4_-1
insertion	0.888	1	PP3_+1
insertion	0.907	2	PP3_+2
insertion	0.076	-1	BP4_-1
insertion	0.118	-1	BP4_-1
insertion	0.95	2	PP3_+2
insertion	0.986	4	PP3_+4
insertion	0.146	-1	BP4_-1
insertion	0.23	0	No-evidence
insertion	0.927	2	PP3_+2
insertion	0.066	-1	BP4_-1
insertion	0.096	-1	BP4_-1
insertion	0.242	0	No-evidence
insertion	0.405	0	No-evidence
insertion	0.17	-1	BP4_-1
insertion	0.266	0	No-evidence
insertion	0.061	-1	BP4_-1
insertion	0.847	1	PP3_+1
insertion	0.954	3	PP3_+3
insertion	0.992	4	PP3_+4
insertion	0.928	2	PP3_+2
insertion	0.817	1	PP3_+1
insertion	0.636	0	No-evidence
insertion	0.184	0	No-evidence
insertion	0.099	-1	BP4_-1
insertion	0.117	-1	BP4_-1
insertion	0.038	-2	BP4_-2
insertion	0.381	0	No-evidence
insertion	0.483	0	No-evidence
insertion	0.331	0	No-evidence
insertion	0.155	-1	BP4_-1
insertion	0.279	0	No-evidence
insertion	0.203	0	No-evidence
insertion	0.174	-1	BP4_-1
insertion	0.034	-2	BP4_-2
insertion	0.132	-1	BP4_-1
insertion	0.058	-1	BP4_-1
insertion	0.997	4	PP3_+4
insertion	0.454	0	No-evidence
insertion	0.183	0	No-evidence
insertion	0.001	-4	BP4_-4
insertion	0.478	0	No-evidence
insertion	0.022	-2	BP4_-2
insertion	0.025	-2	BP4_-2
insertion	0.02	-2	BP4_-2
insertion	0.025	-2	BP4_-2
insertion	0.178	0	No-evidence
insertion	0.747	1	PP3_+1
insertion	0.063	-1	BP4_-1
insertion	0.362	0	No-evidence
insertion	0.176	-1	BP4_-1
insertion	0.914	2	PP3_+2
insertion	0.93	2	PP3_+2
insertion	0.44	0	No-evidence
insertion	0.296	0	No-evidence
insertion	0.394	0	No-evidence
insertion	0.437	0	No-evidence
insertion	0.871	1	PP3_+1
insertion	0.485	0	No-evidence
insertion	0.099	-1	BP4_-1
insertion	0.649	1	PP3_+1
insertion	0.203	0	No-evidence
insertion	0.197	0	No-evidence
insertion	0.096	-1	BP4_-1
insertion	0.079	-1	BP4_-1
insertion	0.189	0	No-evidence
insertion	0.241	0	No-evidence
insertion	0.357	0	No-evidence
insertion	0.923	2	PP3_+2
insertion	0.476	0	No-evidence
insertion	0.99	4	PP3_+4
insertion	0.198	0	No-evidence
insertion	0.142	-1	BP4_-1
insertion	0.434	0	No-evidence
insertion	0.179	0	No-evidence
insertion	0.17	-1	BP4_-1
insertion	0.225	0	No-evidence
insertion	0.103	-1	BP4_-1
insertion	0.02	-2	BP4_-2
insertion	0.853	1	PP3_+1
insertion	0.239	0	No-evidence
insertion	0.048	-2	BP4_-2
insertion	0.263	0	No-evidence
insertion	0.386	0	No-evidence
insertion	0.664	1	PP3_+1
insertion	0.62	0	No-evidence
insertion	0.488	0	No-evidence
insertion	0.746	1	PP3_+1
insertion	0.992	4	PP3_+4
insertion	0.315	0	No-evidence
insertion	0.195	0	No-evidence
insertion	0.08	-1	BP4_-1
insertion	0.062	-1	BP4_-1
insertion	0.14	-1	BP4_-1
insertion	0.432	0	No-evidence
insertion	0.864	1	PP3_+1
insertion	0.1	-1	BP4_-1
insertion	0.052	-1	BP4_-1
insertion	0.035	-2	BP4_-2
insertion	0.022	-2	BP4_-2
insertion	0.024	-2	BP4_-2
insertion	0.056	-1	BP4_-1
insertion	0.95	2	PP3_+2
insertion	0.001	-4	BP4_-4
insertion	0.011	-2	BP4_-2
insertion	0.108	-1	BP4_-1
insertion	0.023	-2	BP4_-2
insertion	0.196	0	No-evidence
insertion	0.011	-2	BP4_-2
insertion	0.192	0	No-evidence
insertion	0.954	3	PP3_+3
insertion	0.839	1	PP3_+1
insertion	0.397	0	No-evidence
insertion	0.604	0	No-evidence
insertion	0.916	2	PP3_+2
insertion	0.186	0	No-evidence
insertion	0.035	-2	BP4_-2
insertion	0.061	-1	BP4_-1
insertion	0.036	-2	BP4_-2
insertion	0.073	-1	BP4_-1
insertion	0.618	0	No-evidence
insertion	0.69	1	PP3_+1
insertion	0.327	0	No-evidence
insertion	0.97	3	PP3_+3
insertion	0.086	-1	BP4_-1
insertion	0.266	0	No-evidence
insertion	0.117	-1	BP4_-1
insertion	0.063	-1	BP4_-1
insertion	0.067	-1	BP4_-1
insertion	0.231	0	No-evidence
insertion	0.632	0	No-evidence
insertion	0.048	-2	BP4_-2
insertion	0.982	4	PP3_+4
insertion	0.413	0	No-evidence
insertion	0.765	1	PP3_+1
insertion	0.673	1	PP3_+1
insertion	0.566	0	No-evidence
insertion	0.614	0	No-evidence
insertion	0.274	0	No-evidence
insertion	0.241	0	No-evidence
insertion	0.983	4	PP3_+4
insertion	0.593	0	No-evidence
insertion	0.524	0	No-evidence
insertion	0.677	1	PP3_+1
insertion	0.766	1	PP3_+1
insertion	0.953	3	PP3_+3
insertion	0.426	0	No-evidence
insertion	0.4	0	No-evidence
insertion	0.323	0	No-evidence
insertion	0.982	4	PP3_+4
insertion	0.433	0	No-evidence
insertion	0.132	-1	BP4_-1
insertion	0.775	1	PP3_+1
insertion	0.204	0	No-evidence
insertion	0.232	0	No-evidence
insertion	0.26	0	No-evidence
insertion	0.23	0	No-evidence
insertion	0.198	0	No-evidence
insertion	0.103	-1	BP4_-1
insertion	0.349	0	No-evidence
insertion	0.494	0	No-evidence
insertion	0.266	0	No-evidence
insertion	0.539	0	No-evidence
insertion	0.865	1	PP3_+1
insertion	0.564	0	No-evidence
insertion	0.656	1	PP3_+1
insertion	0.818	1	PP3_+1
insertion	0.953	3	PP3_+3
insertion	0.198	0	No-evidence
insertion	0.364	0	No-evidence
insertion	0.134	-1	BP4_-1
insertion	0.968	3	PP3_+3
insertion	0.496	0	No-evidence
insertion	0.224	0	No-evidence
insertion	0.622	0	No-evidence
insertion	0.158	-1	BP4_-1
insertion	0.326	0	No-evidence
insertion	0.823	1	PP3_+1
insertion	0.726	1	PP3_+1
insertion	0.777	1	PP3_+1
insertion	0.564	0	No-evidence
insertion	0.564	0	No-evidence
insertion	0.08	-1	BP4_-1
insertion	0.01	-2	BP4_-2
insertion	0.18	0	No-evidence
insertion	0.512	0	No-evidence
insertion	0.086	-1	BP4_-1
insertion	0.534	0	No-evidence
insertion	0.071	-1	BP4_-1
insertion	0.061	-1	BP4_-1
insertion	0.988	4	PP3_+4
insertion	0.928	2	PP3_+2
insertion	0.281	0	No-evidence
insertion	0.013	-2	BP4_-2
insertion	0.019	-2	BP4_-2
insertion	0.135	-1	BP4_-1
insertion	0.924	2	PP3_+2
insertion	0.068	-1	BP4_-1
insertion	0.048	-2	BP4_-2
insertion	0.432	0	No-evidence
insertion	0.002	-3	BP4_-3
insertion	0.019	-2	BP4_-2
insertion	0.029	-2	BP4_-2
insertion	0.034	-2	BP4_-2
insertion	0.005	-2	BP4_-2
insertion	0.005	-2	BP4_-2
insertion	0.995	4	PP3_+4
insertion	0.206	0	No-evidence
insertion	0.209	0	No-evidence
insertion	0.515	0	No-evidence
insertion	0.28	0	No-evidence
insertion	0.699	1	PP3_+1
insertion	0.193	0	No-evidence
insertion	0.249	0	No-evidence
insertion	0.991	4	PP3_+4
insertion	0.436	0	No-evidence
insertion	0.515	0	No-evidence
insertion	0.037	-2	BP4_-2
insertion	0.144	-1	BP4_-1
insertion	0.727	1	PP3_+1
insertion	0.03	-2	BP4_-2
insertion	0.1	-1	BP4_-1
insertion	0.521	0	No-evidence
insertion	0.146	-1	BP4_-1
insertion	0.772	1	PP3_+1
insertion	0.387	0	No-evidence
insertion	0.757	1	PP3_+1
insertion	0.694	1	PP3_+1
insertion	0.943	2	PP3_+2
insertion	0.922	2	PP3_+2
insertion	0.187	0	No-evidence
insertion	0.099	-1	BP4_-1
insertion	0.802	1	PP3_+1
insertion	0.977	3	PP3_+3
insertion	0.927	2	PP3_+2
insertion	0.869	1	PP3_+1
insertion	0.952	3	PP3_+3
insertion	0.349	0	No-evidence
insertion	0.047	-2	BP4_-2
insertion	0.024	-2	BP4_-2
insertion	0.103	-1	BP4_-1
insertion	0.027	-2	BP4_-2
insertion	0.021	-2	BP4_-2
insertion	0.148	-1	BP4_-1
insertion	0.155	-1	BP4_-1
insertion	0.217	0	No-evidence
insertion	0.057	-1	BP4_-1
insertion	0.059	-1	BP4_-1
insertion	0.105	-1	BP4_-1
insertion	0.03	-2	BP4_-2
insertion	0.045	-2	BP4_-2
insertion	0.019	-2	BP4_-2
insertion	0.03	-2	BP4_-2
insertion	0.021	-2	BP4_-2
insertion	0.011	-2	BP4_-2
insertion	0.098	-1	BP4_-1
insertion	0.103	-1	BP4_-1
insertion	0.068	-1	BP4_-1
insertion	0.003	-2	BP4_-2
insertion	0.014	-2	BP4_-2
insertion	0.003	-2	BP4_-2
insertion	0.002	-3	BP4_-3
insertion	0.011	-2	BP4_-2
insertion	0.036	-2	BP4_-2
insertion	0.003	-2	BP4_-2
insertion	0.007	-2	BP4_-2
insertion	0.052	-1	BP4_-1
insertion	0.801	1	PP3_+1
insertion	0.021	-2	BP4_-2
insertion	0.133	-1	BP4_-1
insertion	0.883	1	PP3_+1
insertion	0.797	1	PP3_+1
insertion	0.453	0	No-evidence
insertion	0.077	-1	BP4_-1
insertion	0.036	-2	BP4_-2
insertion	0.265	0	No-evidence
insertion	0.165	-1	BP4_-1
insertion	0.779	1	PP3_+1
insertion	0.776	1	PP3_+1
insertion	0.66	1	PP3_+1
insertion	0.325	0	No-evidence
insertion	0.083	-1	BP4_-1
insertion	0.147	-1	BP4_-1
insertion	0.735	1	PP3_+1
insertion	0.958	3	PP3_+3
insertion	0.068	-1	BP4_-1
insertion	0.215	0	No-evidence
insertion	0.187	0	No-evidence
insertion	0.059	-1	BP4_-1
insertion	0.072	-1	BP4_-1
insertion	0.044	-2	BP4_-2
insertion	0.069	-1	BP4_-1
insertion	0.144	-1	BP4_-1
insertion	0.115	-1	BP4_-1
insertion	0.148	-1	BP4_-1
insertion	0.583	0	No-evidence
insertion	0.203	0	No-evidence
insertion	0.208	0	No-evidence
insertion	0.212	0	No-evidence
insertion	0.797	1	PP3_+1
insertion	0.169	-1	BP4_-1
insertion	0.148	-1	BP4_-1
insertion	0.057	-1	BP4_-1
insertion	0.076	-1	BP4_-1
insertion	0.016	-2	BP4_-2
insertion	0.027	-2	BP4_-2
insertion	0.032	-2	BP4_-2
insertion	0.763	1	PP3_+1
insertion	0.8	1	PP3_+1
insertion	0.014	-2	BP4_-2
insertion	0.132	-1	BP4_-1
insertion	0.054	-1	BP4_-1
insertion	0.036	-2	BP4_-2
insertion	0.056	-1	BP4_-1
insertion	0.176	-1	BP4_-1
insertion	0.235	0	No-evidence
insertion	0.162	-1	BP4_-1
insertion	0.17	-1	BP4_-1
insertion	0.11	-1	BP4_-1
insertion	0.203	0	No-evidence
insertion	0.057	-1	BP4_-1
insertion	0.051	-1	BP4_-1
insertion	0.119	-1	BP4_-1
insertion	0.043	-2	BP4_-2
insertion	0.929	2	PP3_+2
insertion	0.307	0	No-evidence
insertion	0.329	0	No-evidence
insertion	0.067	-1	BP4_-1
insertion	0.065	-1	BP4_-1
insertion	0.066	-1	BP4_-1
insertion	0.057	-1	BP4_-1
insertion	0.041	-2	BP4_-2
insertion	0.826	1	PP3_+1
insertion	0.899	1	PP3_+1
insertion	0.974	3	PP3_+3
insertion	0.344	0	No-evidence
insertion	0.393	0	No-evidence
insertion	0.04	-2	BP4_-2
insertion	0.416	0	No-evidence
insertion	0.349	0	No-evidence
insertion	0.13	-1	BP4_-1
insertion	0.046	-2	BP4_-2
insertion	0.028	-2	BP4_-2
insertion	0.029	-2	BP4_-2
insertion	0.023	-2	BP4_-2
insertion	0.57	0	No-evidence
insertion	0.463	0	No-evidence
insertion	0.257	0	No-evidence
insertion	0.15	-1	BP4_-1
insertion	0.169	-1	BP4_-1
insertion	0.2	0	No-evidence
insertion	0.13	-1	BP4_-1
insertion	0.186	0	No-evidence
insertion	0.146	-1	BP4_-1
insertion	0.273	0	No-evidence
insertion	0.168	-1	BP4_-1
insertion	0.076	-1	BP4_-1
insertion	0.084	-1	BP4_-1
insertion	0.131	-1	BP4_-1
insertion	0.231	0	No-evidence
insertion	0.231	0	No-evidence
insertion	0.219	0	No-evidence
insertion	0.997	4	PP3_+4
insertion	0.309	0	No-evidence
insertion	0.098	-1	BP4_-1
insertion	0.186	0	No-evidence
insertion	0.179	0	No-evidence
insertion	0.091	-1	BP4_-1
insertion	0.373	0	No-evidence
insertion	0.349	0	No-evidence
insertion	0.83	1	PP3_+1
insertion	0.794	1	PP3_+1
insertion	0.765	1	PP3_+1
insertion	0.812	1	PP3_+1
insertion	0.829	1	PP3_+1
insertion	0.032	-2	BP4_-2
insertion	0.03	-2	BP4_-2
insertion	0.02	-2	BP4_-2
insertion	0.119	-1	BP4_-1
insertion	0.079	-1	BP4_-1
insertion	0.723	1	PP3_+1
insertion	0.904	1	PP3_+1
insertion	0.939	2	PP3_+2
insertion	0.973	3	PP3_+3
insertion	0.049	-1	BP4_-1
insertion	0.898	1	PP3_+1
insertion	0.369	0	No-evidence
insertion	0.277	0	No-evidence
insertion	0.886	1	PP3_+1
insertion	0.937	2	PP3_+2
insertion	0.429	0	No-evidence
insertion	0.798	1	PP3_+1
insertion	0.163	-1	BP4_-1
insertion	0.974	3	PP3_+3
insertion	0.124	-1	BP4_-1
insertion	0.065	-1	BP4_-1
insertion	0.033	-2	BP4_-2
insertion	0.013	-2	BP4_-2
insertion	0.221	0	No-evidence
insertion	0.004	-2	BP4_-2
insertion	0.071	-1	BP4_-1
insertion	0.063	-1	BP4_-1
insertion	0.932	2	PP3_+2
insertion	0.326	0	No-evidence
insertion	0.45	0	No-evidence
insertion	0.207	0	No-evidence
insertion	0.118	-1	BP4_-1
